id_inventaris,jenis_inventaris,Nama,no_registrasi,tahun_perolehan,nilai_aset,luas,status,alamat,kelurahan_id,kecamatan_id,kondisi,jenis_bangunan,jenis_konstruksi,skpd_id,master_barang_id,kode_gedung
2134AB,C,Gedung Induk Utama UPTD Kesehatan Kepanjenkidul,2,2006,115155740,284.62,PEMDA,"Jl. Ciliwung No.178, Tanggung, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur",14,2,B,BTK,BBTN,982,8627,AB
2134AC,C,"Bangunan (lanjutan ) Pustu Tanggung  Door Loop Pagar Keliling, Paving dan Tandon Air",2,2007,226557760,1770.78,PEMDA,"Jl. Ciliwung No.178, Tanggung, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur",14,2,B,BTK,BTN,982,8627,AC
2134AD,C,"Bangunan (lanjutan ) Pustu Tanggung  Door Loop Pagar Keliling, Paving dan Tandon Air",2,2007,226557760,402.6,PEMDA,"Jl. Ciliwung No.178, Tanggung, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur",14,2,B,BTK,BTN,982,8627,AD
1398A,C,PKM Karangsari Induk,1,1990,57500000,728.87,PEMDA,"Jl. Cemara No.163, Karangsari, Kec. Sukorejo, Kota Blitar, Jawa Timur ",2,3,B,TTK,BTN,984,1012,A
870871B,C,Gapura Ramah Anak,1,2020,30748746,16,PEMDA,"Jl. Cemara No.163, Karangsari, Kec. Sukorejo, Kota Blitar, Jawa Timur ",2,3,B,TTK,BBTN,984,14375,B
870767C,C,Sarana Penampungan Sampah Medis Sementara,4,2020,1676400,0,PEMDA,"Jl. Cemara No.163, Karangsari, Kec. Sukorejo, Kota Blitar, Jawa Timur",2,3,-,-,-,984,14218,C
870767D,C,Rumdin Bidan,4,1990,35000000,168.75,PEMDA,"Jl. Cemara No.163, Karangsari, Kec. Sukorejo, Kota Blitar, Jawa Timur",2,3,B,TTK,BTN,984,14218,D
870767E,C,Rumdin Dokter,4,1990,55000000,375.1,PEMDA,"Jl. Cemara No.163, Karangsari, Kec. Sukorejo, Kota Blitar, Jawa Timur",2,3,B,BTK,BTN,984,14218,E
1688F,C,Pustu Balapan,7,2011,152575000,203,PEMDA,"Jl. Jati, Sukorejo, Kec. Sukorejo, Kota Blitar, Jawa Timur ",4,3,B,TTK,BTN,984,1023,F
1394G,C,Pustu Blitar,1,1990,40000000,310.54,PEMDA,"Jl. Rayung Wulan 114-110, Blitar, Kec. Sukorejo, Kota Blitar, Jawa Timur ",1,3,B,TTK,BTN,984,1023,G
1877H,C,Pustu Pakunden,1,2011,1362518000,726.4,PEMDA,"Jl. Bengawan Solo 80, Pakunden, Kec. Sukorejo, Kota Blitar, Jawa Timur ",3,3,B,TTK,BTN,984,1001,H
2353I,C,Pasang Pagar Besi Bagian Samping Depan Pustu Pakunden,7,2018,8000000,126,PEMDA,"Jl. Bengawan Solo 80, Pakunden, Kec. Sukorejo, Kota Blitar, Jawa Timur",3,3,B,TTK,BBTN,984,1013,I
853093J,C,Bangunan Tempat Parkir Pustu Pakunden,1,2020,27195000,51.8,PEMDA,"Jl. Bengawan Solo 80, Pakunden, Kec. Sukorejo, Kota Blitar, Jawa Timur",3,3,B,TTK,BBTN,984,8627,J
870766K,C,Pagar pustu Pakunden,2,2020,35366668,69.5,PEMDA,"Jl. Bengawan Solo 80, Pakunden, Kec. Sukorejo, Kota Blitar, Jawa Timur",3,3,B,TTK,BBTN,984,14372,K
1395L,C,Pustu Tanjungsari,2,1990,60000000,197.2,PEMDA,"Jl. Kampar No.53, Tanjungsari, Kec. Sukorejo, Kota Blitar, Jawa Timur ",5,3,B,TTK,BTN,984,1023,L
1395M,C,"Pagar ukuran panjang: 5,05 meter, tinngi: 2 meter",2,2014,4040000,52.5,PEMDA,"Jl. Kampar No.53, Tanjungsari, Kec. Sukorejo, Kota Blitar, Jawa Timur ",5,3,B,TTK,BBTN,984,1023,M
1397N,C,Rumah Dinas,4,1990,35000000,232.32,PEMDA,"Jl. Kampar No.53, Tanjungsari, Kec. Sukorejo, Kota Blitar, Jawa Timur ",5,3,B,TTK,BTN,984,1023,N
1397O,C,Pustu Sukorejo,4,1990,344500000,391.21,PEMDA,"Jl. Soka, Sukorejo, Kec. Sukorejo, Kota Blitar, Jawa Timur ",4,3,B,TTK,BTN,984,1023,O
1396P,C,Gedung Utama Pusk. Sukorejo,3,1990,316750000,175.48,PEMDA,"Jl. Soka, Sukorejo, Kec. Sukorejo, Kota Blitar, Jawa Timur",4,3,B,TTK,BTN,984,1023,P
1397AC,C,"Bangunan (lanjutan ) Pustu Tanggung  Door Loop Pagar Keliling, Paving dan Tandon Air",4,0,0,0,-,-,0,0,-,-,-,984,1023,AC
1393A,C,Ruang Pelayanan Puskesmas Pembantu Plosokerep,5,1990,19520000,117,PEMDA,"Jl. Kenari No.38, Plosokerep, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134",19,1,B,TTK,BTN,983,1023,A
1389B,C,Ruang Pelayanan Puskesmas Pembantu Rembang,2,1990,28480000,165,PEMDA,"Jl. Akasia No.13, Rembang, Kec. Sananwetan, Kota Blitar, Jawa Timur 66135",20,1,B,TTK,BTN,983,1023,B
1389C,C,Gedung (Perumahan Paramedis ),2,1990,20480000,135.8,PEMDA,"Jl. Akasia No.13, Rembang, Kec. Sananwetan, Kota Blitar, Jawa Timur 66135",20,1,B,TTK,BTN,983,1023,C
1387D,C,Ruang Pelayanan Puskesmas Pembantu Klampok,1,1990,28480000,153.407,PEMDA,"Jl. Ternate 152-134, Klampok, Kec. Sananwetan, Kota Blitar, Jawa Timur 66136",18,1,B,TTK,BTN,983,1023,D
1386E,C,Ruang Pelayanan Puskesmas Pembantu Sananwetan,2,1990,30400000,155.08,PEMDA,"Jl. Imam Bonjol 27-35, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,TTK,BTN,983,1003,E
1730F,C,Gedung Induk Puskesmas  Pembantu Bendil,1,2012,321870000,94.3,PEMDA,"Jl. Imam Bonjol 27-35, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,TTK,BTN,983,1036,F
1391G,C,Gedung Induk Puskesamas Pembantu Gedog,3,1990,360000000,415.11,PEMDA,"Gedog, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,TTK,BTN,983,1023,G
1787H,C,Rehabilitasi Rumah Dinas Pustu Bendogerit,9,2013,104550000,157.87,PEMDA,"Gedog, Kec. Sananwetan, Kota Blitar, Jwa Timur 66137",21,1,B,TTK,BTN,983,1023,H
1388I,C,Ruangan Pelayanan Puskesmas Pembantu Bendogerit,1,1990,36400000,173.35,PEMDA,"Jl. Patimura No.77, Bendogerit, Kec.Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BTN,983,1010,I
1385J,C,Gedung Tempat Parkir Puskesmas Sananwetan,1,1990,230720000,123.95,PEMDA,"Jl. Jawa No.7, Sananawetan, Kec.Sananwetan, Kota Blitar, Jawa Timur 64173",21,1,B,TTK,BTN,983,1003,J
1627K,C,Gedung Utama Puskesmas Sananwetana,3,2010,879546020,2335.47,PEMDA,"Jl. Jawa No.7, Sananawetan, Kec.Sananwetan, Kota Blitar, Jawa Timur 64173",21,1,B,BTK,BTN,983,1003,K
1392L,C,Gedung Rawat Inap Puskesmas Sananwetan,4,1990,505338350,486.475,PEMDA,"Jl. Jawa No.7, Sananawetan, Kec.Sananwetan, Kota Blitar, Jawa Timur 64173",21,1,B,TTK,BTN,983,1023,L
1392M,C,Gedung Paramaedis Puskesmas Sananwetan,4,1990,37440000,373.65,PEMDA,"Jl. Jawa No.7, Sananawetan, Kec.Sananwetan, Kota Blitar, Jawa Timur 64173",21,1,B,TTK,BTN,983,1023,M
1392N,C,Bangunan gedung,4,2010,768840035,194.25,PEMDA,"Jl. Jawa No.7, Sananawetan, Kec.Sananwetan, Kota Blitar, Jawa Timur 64173",21,1,B,TTK,BTN,983,1023,N
1691O,C,Pos Jaga Puskesmas Sananwetan,1,2011,154900000,12,PEMDA,"Jl. Jawa No.7, Sananawetan, Kec.Sananwetan, Kota Blitar, Jawa Timur 64173",21,1,B,TTK,BTN,983,1025,O
2085P,C,Rumah Genset,1,2016,12055561,10.5,PEMDA,"Jl. Jawa No.7, Sananawetan, Kec.Sananwetan, Kota Blitar, Jawa Timur 64173",21,1,B,TTK,BTN,983,1008,P
1691Q,C,Pos Jaga Puskesmas Sananwetan,1,2011,154900000,102.9,PEMDA,"Jl. Jawa No.7, Sananawetan, Kec.Sananwetan, Kota Blitar, Jawa Timur 64173",21,1,B,TTK,BTN,983,1025,Q
1689R,C,Dapur Puskesmas Sananwetan,8,2011,187334000,61,PEMDA,"Jl. Jawa No.7, Sananawetan, Kec.Sananwetan, Kota Blitar, Jawa Timur 64173",21,1,B,TTK,BTN,983,1023,R
100000A,C,GEDUNG SEKOLAH RKB TK PKK REMBANG,0,2015,118471000,0,Pemda,-,0,0,B,TTK,BTN,836,1013,TB
100001A,C,TK N KLAMPOK,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,836,0,TB
100002A,C,Rehab gedung TKN NEGERI BLITAR,0,2019,69732116.66,0,Pemda,-,0,0,B,TTK,BTN,836,1061,TB
100003A,C,GEDUNG SEKOLAH RKB TK NEGERI PEMBINA,0,2009,130513000,0,Pemda,-,0,0,B,TTK,BTN,836,1003,TB
100004B,C,KAMAR MANDI MCK SKPD TKN PEMBINA,0,2014,700000,0,Pemda,-,0,0,B,TTK,BTN,836,1002,TB
100005C,C,PAGAR SKPD TKN PEMBINA,0,2011,19541000,0,Pemda,-,0,0,B,TTK,BTN,836,1001,TB
100006D,C,Rehabilitasi Gedung Sekolah TKN Pembina Kota Blitar 69.800.000 Perencanaan  3.495.000 pengawasan 1.747.500,0,2018,75042500,0,Pemda,-,0,0,B,TTK,BTN,836,1061,TB
100007A,C,GEDUNG SEKOLAH RKB TK DW PAKUNDEN,0,2011,105850000,0,Pemda,-,0,0,B,TTK,BTN,836,1006,TB
100008A,C,TK N KARANGSARI,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,836,0,TB
100009B,C,TK N KARANGSARI,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,836,0,TB
100010D,C,TK N SUKOREJO 1,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,836,0,TB
100011A,C,TK N SUKOREJO 1,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,836,0,TB
100012B,C,TK N KEPANJEN  KIDUL 1,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,836,0,TB
100013A,C,TK N KEPANJEN KIDUL 1,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,836,0,TB
100014A,C,TK N KARANGTENGAH,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,836,0,TB
100015B,C,TK N KARANGTENGAH,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,836,0,TB
100016B,C,TK N SANANWETAN 1,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,836,0,TB
100017A,C,TK N SANANWETAN 1,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,836,0,TB
100018C,C,TK N SANANWETAN 1,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,836,0,TB
100019H,C,GEDUNG TK TUNAS PATRIA KELURAHAN SANANWETAN,0,2015,149300000,0,Pemda,-,0,0,B,TTK,BTN,836,1003,TB
100020A,C,TK N PEMBINA KEPANJEN KIDUL,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,836,0,TB
100021B,C,TK N PEMBINA KEPANJEN KIDUL,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,836,0,TB
100022C,C,TK N PEMBINA KEPANJEN KIDUL,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,836,0,TB
100023D,C,TK N PEMBINA KEPANJEN KIDUL,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,836,0,TB
100024A,C,PAVING  TK DHARMA WANITA 1 TANGGUNG,0,2011,3999900,0,Pemda,-,0,0,B,TTK,BTN,836,1001,TB
100025A,C,TK N BENDOGERIT 1,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,836,0,TB
100026A,C,TK N KEPANJEN LOR,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,836,0,TB
100027A,C,Rehabilitasi Gedung Sekolah TKN Ngadirejo 1 69.800.000 Perencanaan  3.495.000 pengawasan 1.747.500,0,2018,75042500,0,Pemda,-,0,0,B,TTK,BTN,836,1061,TB
100028B,C,Rehabilitasi Gedung Sekolah TKN Ngadirejo 1 69.800.000 Perencanaan  3.495.000 pengawasan 1.747.500,0,2018,75042500,0,Pemda,-,0,0,B,TTK,BTN,836,1061,TB
100029C,C,Rehabilitasi Gedung Sekolah TKN Ngadirejo 1 69.800.000 Perencanaan  3.495.000 pengawasan 1.747.500,0,2018,75042500,0,Pemda,-,0,0,B,TTK,BTN,836,1061,TB
100030A,C,"Rehap gedung sekolah TKN Tlumpu 1 69.600.000, Perencanaan  3.495.000 pengawasan 1.747.500",0,2018,74842500,0,Pemda,-,0,0,B,TTK,BTN,836,1061,TB
100031A,C,SLB 4 KOTA BLITAR,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,836,0,TB
100032B,C,SLB 4 KOTA BLITAR,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,836,0,TB
100033C,C,SLB 4 KOTA BLITAR,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,836,0,TB
100034A,C,SDLB N 3 KOTA BLITAR,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,836,0,TB
100035C,C,SDLB N 3 KOTA BLITAR,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,836,0,TB
100036B,C,SDLB N 3 KOTA BLITAR,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,836,0,TB
100037A,C,Kantor Kelurahan sentul,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,860,0,TB
100038B,C,Kantor Kelurahan sentul,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,860,0,TB
100039A,C,Kantor Kelurahan Bendo,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,884,0,TB
100040B,C,Kantor Kelurahan Bendo,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,884,0,TB
100041A,C,Kantor Kelurahan Kepanjenkidul,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,886,0,TB
100042B,C,Kantor Kelurahan Kepanjenkidul,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,886,0,TB
100043C,C,Kantor Kelurahan Kepanjenkidul,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,886,0,TB
100044D,C,Kantor Kelurahan Kepanjenkidul,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,886,0,TB
100045A,C,Kantor Kelurahan Kepanjenlor,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,885,0,TB
100046B,C,Kantor Kelurahan Kepanjenlor,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,885,0,TB
100047C,C,Kantor Kelurahan Kauman,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,882,0,TB
100048A,C,Kantor Kelurahan Kauman,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,882,0,TB
100049B,C,Kantor Kelurahan Kauman,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,882,0,TB
100050B,C,Kantor Kelurahan Ngadirejo,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,855,0,TB
100051A,C,Kantor Kelurahan Ngadirejo,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,855,0,TB
100052A,C,Kantor Kelurahan Tanggung,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,883,0,TB
100053B,C,Kantor Kelurahan Tanggung,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,883,0,TB
100054C,C,Kantor Kelurahan Tanggung,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,883,0,TB
100055A,C,Kantor Kelurahan Bendogerit,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,900,0,TB
100056B,C,Kantor Kelurahan Bendogerit,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,900,0,TB
100057A,C,Kantor Kelurahan Gedog,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,894,0,TB
100058B,C,Kantor Kelurahan Gedog,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,894,0,TB
100059A,C,Kantor Kelurahan Klampok,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,896,0,TB
100060B,C,Kantor Kelurahan Klampok,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,896,0,TB
100061C,C,Kantor Kelurahan Klampok,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,896,0,TB
100062C,C,Kantor Kelurahan Plosokerep,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,895,0,TB
100063A,C,Kantor Kelurahan Plosokerep,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,895,0,TB
100064B,C,Kantor Kelurahan Plosokerep,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,895,0,TB
100065A,C,Kantor Kelurahan Rembang,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,898,0,TB
100066A,C,Kantor Kelurahan Sananwetan,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,897,0,TB
100067B,C,Kantor Kelurahan Sananwetan,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,897,0,TB
100068C,C,Kantor Kelurahan Sananwetan,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,897,0,TB
100069A,C,Kantor Kelurahan Karangsari,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,891,0,TB
100070B,C,Kantor Kelurahan Karangsari,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,891,0,TB
100071A,C,Kantor Kelurahan Pakunden,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,887,0,TB
100072B,C,Kantor Kelurahan Pakunden,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,887,0,TB
100073A,C,Kantor Kel.urahan Sukorejo,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,892,0,TB
100074A,C,Kantor Kelurahan Tanjungsari,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,893,0,TB
100075B,C,Kantor Kelurahan Tanjungsari,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,893,0,TB
100076A,C,Kantor Kelurahan Turi,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,890,0,TB
100077A,C,Kantor Kelurahan Blitar,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,888,0,TB
100078B,C,Kantor Kelurahan Blitar,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,888,0,TB
100079B,C,Kantor Kelurahan Tlumpu,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,889,0,TB
100080A,C,Kantor Kelurahan Tlumpu,0,0,0,0,Pemda,-,0,0,B,TTK,BTN,889,0,TB
